d.in	d.out	r
1.9416167664670658	33.884730538922156	r.673
1.9116766467065869	33.91467065868263	r.674
1.8233532934131738	34.00299401197605	r.675
1.875748502994012	33.95059880239521	r.676
1.9595808383233533	33.866766467065865	r.677
1.7934131736526946	34.032934131736525	r.678
1.8038922155688624	34.02245508982036	r.679
1.9296407185628743	33.89670658682635	r.680
1.9491017964071857	33.877245508982035	r.681
1.9206586826347305	33.90568862275449	r.682
1.967065868263473	33.85928143712575	r.683
1.907185628742515	33.91916167664671	r.684
1.8278443113772456	33.99850299401198	r.685
1.8248502994011977	34.00149700598802	r.686
1.908682634730539	33.91766467065868	r.687
1.8203592814371257	34.0059880239521	r.688
1.9775449101796407	33.84880239520958	r.689
1.8832335329341316	33.94311377245509	r.690
2.019461077844311	33.80688622754491	r.691
1.8353293413173652	33.99101796407186	r.692
1.841317365269461	33.98502994011976	r.693
1.9805389221556886	33.84580838323353	r.694
1.905688622754491	33.92065868263473	r.695
1.9161676646706587	33.91017964071856	r.696
2.070359281437126	33.7559880239521	r.697
1.908682634730539	33.91766467065868	r.698
1.8697604790419162	33.956586826347305	r.699
1.910179640718563	33.91616766467066	r.700
1.8997005988023952	33.92664670658683	r.701
1.910179640718563	33.91616766467066	r.702
1.9416167664670658	33.884730538922156	r.703
1.9311377245508983	33.895209580838326	r.704
1.9191616766467066	33.90718562874252	r.705
2.0209580838323356	33.80538922155689	r.706
1.9296407185628743	33.89670658682635	r.707
1.779940119760479	34.046407185628745	r.708
1.9491017964071857	33.877245508982035	r.709
1.9610778443113772	33.865269461077844	r.710
1.8368263473053892	33.98952095808383	r.711
2.0089820359281436	33.81736526946108	r.712
1.971556886227545	33.854790419161674	r.713
1.9820359281437125	33.84431137724551	r.714
1.7919161676646707	34.03443113772455	r.715
1.9775449101796407	33.84880239520958	r.716
1.9221556886227544	33.90419161676647	r.717
1.964071856287425	33.862275449101794	r.718
1.8622754491017963	33.964071856287426	r.719
1.8188622754491017	34.00748502994012	r.720
1.8293413173652695	33.99700598802395	r.721
1.9416167664670658	33.884730538922156	r.722
1.9925149700598803	33.83383233532934	r.723
1.9505988023952097	33.875748502994014	r.724
1.9775449101796407	33.84880239520958	r.725
2.0793413173652695	33.74700598802395	r.726
1.848802395209581	33.97754491017964	r.727
1.9790419161676647	33.84730538922156	r.728
1.973053892215569	33.85329341317365	r.729
1.9131736526946108	33.91317365269461	r.730
1.7904191616766467	34.035928143712574	r.731
1.8308383233532934	33.99550898203593	r.732
1.8712574850299402	33.955089820359284	r.733
1.8038922155688624	34.02245508982036	r.734
1.874251497005988	33.952095808383234	r.735
1.8233532934131738	34.00299401197605	r.736
1.908682634730539	33.91766467065868	r.737
1.9790419161676647	33.84730538922156	r.738
2.0808383233532934	33.74550898203593	r.739
1.9925149700598803	33.83383233532934	r.740
1.970059880239521	33.8562874251497	r.741
2.0119760479041915	33.81437125748503	r.742
1.9505988023952097	33.875748502994014	r.743
1.9580838323353293	33.868263473053894	r.744
1.9790419161676647	33.84730538922156	r.745
1.9326347305389222	33.8937125748503	r.746
1.8338323353293413	33.99251497005988	r.747
1.8862275449101797	33.94011976047904	r.748
1.9161676646706587	33.91017964071856	r.749
1.9595808383233533	33.866766467065865	r.750
1.9955089820359282	33.83083832335329	r.751
1.9311377245508983	33.895209580838326	r.752
1.8592814371257484	33.967065868263475	r.753
1.9191616766467066	33.90718562874252	r.754
1.8922155688622755	33.93413173652694	r.755
1.8967065868263473	33.92964071856287	r.756
1.7739520958083832	34.05239520958084	r.757
1.9880239520958083	33.83832335329341	r.758
1.8547904191616766	33.971556886227546	r.759
1.877245508982036	33.949101796407184	r.760
1.8712574850299402	33.955089820359284	r.761
1.8952095808383234	33.9311377245509	r.762
1.910179640718563	33.91616766467066	r.763
1.8697604790419162	33.956586826347305	r.764
2.0269461077844313	33.79940119760479	r.765
1.8787425149700598	33.94760479041916	r.766
1.8892215568862276	33.93712574850299	r.767
1.9116766467065869	33.91467065868263	r.768
1.938622754491018	33.887724550898206	r.769
1.9116766467065869	33.91467065868263	r.770
2.002994011976048	33.82335329341317	r.771
1.8787425149700598	33.94760479041916	r.772
1.8817365269461077	33.94461077844311	r.773
1.8667664670658684	33.959580838323355	r.774
1.9236526946107784	33.90269461077844	r.775
1.8802395209580838	33.946107784431135	r.776
1.8802395209580838	33.946107784431135	r.777
1.8547904191616766	33.971556886227546	r.778
1.8997005988023952	33.92664670658683	r.779
1.8577844311377245	33.968562874251496	r.780
1.8637724550898203	33.962574850299404	r.781
1.907185628742515	33.91916167664671	r.782
1.8802395209580838	33.946107784431135	r.783
2.053892215568862	33.77245508982036	r.784
1.9176646706586826	33.90868263473054	r.785
1.968562874251497	33.85778443113772	r.786
1.9970059880239521	33.82934131736527	r.787
1.8158682634730539	34.01047904191617	r.788
1.937125748502994	33.88922155688623	r.789
1.842814371257485	33.98353293413174	r.790
1.902694610778443	33.92365269461078	r.791
2.0134730538922154	33.81287425149701	r.792
1.9625748502994012	33.86377245508982	r.793
2.0089820359281436	33.81736526946108	r.794
1.908682634730539	33.91766467065868	r.795
1.9565868263473054	33.869760479041915	r.796
1.8937125748502994	33.93263473053892	r.797
1.905688622754491	33.92065868263473	r.798
1.905688622754491	33.92065868263473	r.799
1.9311377245508983	33.895209580838326	r.800
1.907185628742515	33.91916167664671	r.801
1.907185628742515	33.91916167664671	r.802
1.901197604790419	33.9251497005988	r.803
1.9476047904191616	33.87874251497006	r.804
1.8787425149700598	33.94760479041916	r.805
1.9281437125748504	33.89820359281437	r.806
1.973053892215569	33.85329341317365	r.807
1.7889221556886228	34.037425149700596	r.808
1.937125748502994	33.88922155688623	r.809
1.973053892215569	33.85329341317365	r.810
1.9191616766467066	33.90718562874252	r.811
1.839820359281437	33.98652694610779	r.812
1.874251497005988	33.952095808383234	r.813
1.9326347305389222	33.8937125748503	r.814
1.8832335329341316	33.94311377245509	r.815
1.9131736526946108	33.91317365269461	r.816
1.9745508982035929	33.85179640718563	r.817
1.964071856287425	33.862275449101794	r.818
1.877245508982036	33.949101796407184	r.819
1.9176646706586826	33.90868263473054	r.820
1.8323353293413174	33.9940119760479	r.821
1.9895209580838322	33.83682634730539	r.822
1.9910179640718564	33.83532934131737	r.823
1.8982035928143712	33.92814371257485	r.824
1.9161676646706587	33.91017964071856	r.825
1.8997005988023952	33.92664670658683	r.826
1.93562874251497	33.89071856287425	r.827
2.061377245508982	33.76497005988024	r.828
1.9446107784431137	33.881736526946106	r.829
1.9341317365269461	33.89221556886228	r.830
1.973053892215569	33.85329341317365	r.831
1.8173652694610778	34.00898203592814	r.832
2.035928143712575	33.790419161676645	r.833
1.998502994011976	33.82784431137725	r.834
2	33.82634730538922	r.835
1.845808383233533	33.98053892215569	r.836
1.7874251497005988	34.038922155688624	r.837
1.9461077844311376	33.880239520958085	r.838
1.8862275449101797	33.94011976047904	r.839
1.874251497005988	33.952095808383234	r.840
1.964071856287425	33.862275449101794	r.841
1.9416167664670658	33.884730538922156	r.842
1.8982035928143712	33.92814371257485	r.843
1.8173652694610778	34.00898203592814	r.844
2.0793413173652695	33.74700598802395	r.845
1.9625748502994012	33.86377245508982	r.846
1.9910179640718564	33.83532934131737	r.847
1.8203592814371257	34.0059880239521	r.848
2.0119760479041915	33.81437125748503	r.849
1.8682634730538923	33.958083832335326	r.850
1.8862275449101797	33.94011976047904	r.851
1.9206586826347305	33.90568862275449	r.852
1.9805389221556886	33.84580838323353	r.853
1.9326347305389222	33.8937125748503	r.854
1.965568862275449	33.86077844311377	r.855
1.973053892215569	33.85329341317365	r.856
1.9505988023952097	33.875748502994014	r.857
1.8592814371257484	33.967065868263475	r.858
1.8577844311377245	33.968562874251496	r.859
1.9191616766467066	33.90718562874252	r.860
1.9595808383233533	33.866766467065865	r.861
1.964071856287425	33.862275449101794	r.862
1.9146706586826348	33.91167664670659	r.863
1.8293413173652695	33.99700598802395	r.864
1.9565868263473054	33.869760479041915	r.865
1.9446107784431137	33.881736526946106	r.866
1.8338323353293413	33.99251497005988	r.867
1.9146706586826348	33.91167664670659	r.868
1.9805389221556886	33.84580838323353	r.869
1.8607784431137724	33.96556886227545	r.870
1.8802395209580838	33.946107784431135	r.871
2.0778443113772456	33.74850299401198	r.872
1.784431137724551	34.041916167664674	r.873
1.9850299401197604	33.84131736526946	r.874
1.970059880239521	33.8562874251497	r.875
1.9595808383233533	33.866766467065865	r.876
1.9925149700598803	33.83383233532934	r.877
1.8682634730538923	33.958083832335326	r.878
1.9850299401197604	33.84131736526946	r.879
1.8263473053892216	34	r.880
1.967065868263473	33.85928143712575	r.881
1.9880239520958083	33.83832335329341	r.882
1.968562874251497	33.85778443113772	r.883
1.9251497005988023	33.90119760479042	r.884
2.002994011976048	33.82335329341317	r.885
1.9910179640718564	33.83532934131737	r.886
1.9865269461077844	33.83982035928144	r.887
1.8383233532934131	33.98802395209581	r.888
1.8592814371257484	33.967065868263475	r.889
2.035928143712575	33.790419161676645	r.890
1.9326347305389222	33.8937125748503	r.891
1.970059880239521	33.8562874251497	r.892
1.908682634730539	33.91766467065868	r.893
2.0134730538922154	33.81287425149701	r.894
1.967065868263473	33.85928143712575	r.895
2.0479041916167664	33.778443113772454	r.896
1.9176646706586826	33.90868263473054	r.897
1.8188622754491017	34.00748502994012	r.898
1.9146706586826348	33.91167664670659	r.899
1.9491017964071857	33.877245508982035	r.900
1.9266467065868262	33.8997005988024	r.901
1.8637724550898203	33.962574850299404	r.902
1.9565868263473054	33.869760479041915	r.903
2	33.82634730538922	r.904
1.9865269461077844	33.83982035928144	r.905
1.8802395209580838	33.946107784431135	r.906
1.8967065868263473	33.92964071856287	r.907
1.9595808383233533	33.866766467065865	r.908
1.8907185628742516	33.93562874251497	r.909
1.875748502994012	33.95059880239521	r.910
1.8023952095808384	34.02395209580838	r.911
1.8847305389221556	33.941616766467064	r.912
1.9970059880239521	33.82934131736527	r.913
1.9565868263473054	33.869760479041915	r.914
1.9131736526946108	33.91317365269461	r.915
1.970059880239521	33.8562874251497	r.916
1.8203592814371257	34.0059880239521	r.917
1.910179640718563	33.91616766467066	r.918
1.877245508982036	33.949101796407184	r.919
1.938622754491018	33.887724550898206	r.920
2.0763473053892216	33.75	r.921
1.9850299401197604	33.84131736526946	r.922
1.901197604790419	33.9251497005988	r.923
1.9970059880239521	33.82934131736527	r.924
1.9820359281437125	33.84431137724551	r.925
2.0763473053892216	33.75	r.926
1.973053892215569	33.85329341317365	r.927
1.8053892215568863	34.02095808383233	r.928
1.907185628742515	33.91916167664671	r.929
1.9865269461077844	33.83982035928144	r.930
1.847305389221557	33.97904191616767	r.931
1.8188622754491017	34.00748502994012	r.932
1.7709580838323353	34.05538922155689	r.933
1.8997005988023952	33.92664670658683	r.934
1.970059880239521	33.8562874251497	r.935
1.842814371257485	33.98353293413174	r.936
1.8532934131736527	33.97305389221557	r.937
1.9610778443113772	33.865269461077844	r.938
1.8502994011976048	33.97604790419162	r.939
1.9760479041916168	33.8502994011976	r.940
1.9401197604790419	33.88622754491018	r.941
1.8203592814371257	34.0059880239521	r.942
1.938622754491018	33.887724550898206	r.943
1.874251497005988	33.952095808383234	r.944
1.967065868263473	33.85928143712575	r.945
1.9191616766467066	33.90718562874252	r.946
1.910179640718563	33.91616766467066	r.947
1.9146706586826348	33.91167664670659	r.948
1.844311377245509	33.98203592814371	r.949
1.8068862275449102	34.01946107784431	r.950
1.8922155688622755	33.93413173652694	r.951
1.8188622754491017	34.00748502994012	r.952
1.9236526946107784	33.90269461077844	r.953
1.9970059880239521	33.82934131736527	r.954
1.9535928143712575	33.872754491017965	r.955
1.9625748502994012	33.86377245508982	r.956
1.812874251497006	34.01347305389221	r.957
1.964071856287425	33.862275449101794	r.958
1.8622754491017963	33.964071856287426	r.959
1.9865269461077844	33.83982035928144	r.960
2.0134730538922154	33.81287425149701	r.961
1.8907185628742516	33.93562874251497	r.962
1.9116766467065869	33.91467065868263	r.963
1.848802395209581	33.97754491017964	r.964
1.9266467065868262	33.8997005988024	r.965
1.9221556886227544	33.90419161676647	r.966
1.910179640718563	33.91616766467066	r.967
1.973053892215569	33.85329341317365	r.968
1.8577844311377245	33.968562874251496	r.969
1.8967065868263473	33.92964071856287	r.970
2.0479041916167664	33.778443113772454	r.971
1.874251497005988	33.952095808383234	r.972
1.9191616766467066	33.90718562874252	r.973
1.9206586826347305	33.90568862275449	r.974
1.8997005988023952	33.92664670658683	r.975
1.9865269461077844	33.83982035928144	r.976
1.8697604790419162	33.956586826347305	r.977
1.8323353293413174	33.9940119760479	r.978
1.9311377245508983	33.895209580838326	r.979
1.8682634730538923	33.958083832335326	r.980
1.9146706586826348	33.91167664670659	r.981
1.9221556886227544	33.90419161676647	r.982
1.8278443113772456	33.99850299401198	r.983
2.0464071856287425	33.77994011976048	r.984
1.9221556886227544	33.90419161676647	r.985
1.841317365269461	33.98502994011976	r.986
1.9565868263473054	33.869760479041915	r.987
1.9206586826347305	33.90568862275449	r.988
1.9176646706586826	33.90868263473054	r.989
1.8353293413173652	33.99101796407186	r.990
1.9925149700598803	33.83383233532934	r.991
2.002994011976048	33.82335329341317	r.992
1.8293413173652695	33.99700598802395	r.993
1.8592814371257484	33.967065868263475	r.994
1.9221556886227544	33.90419161676647	r.995
1.9431137724550898	33.883233532934135	r.996
1.9161676646706587	33.91017964071856	r.997
1.8188622754491017	34.00748502994012	r.998
1.8023952095808384	34.02395209580838	r.999
1.9251497005988023	33.90119760479042	r.1000
