d.in	d.out	r
2.06437125748503	33.76197604790419	r.476
1.9970059880239521	33.82934131736527	r.477
1.9835329341317365	33.84281437125748	r.478
1.9745508982035929	33.85179640718563	r.479
1.9580838323353293	33.868263473053894	r.480
1.9955089820359282	33.83083832335329	r.481
1.907185628742515	33.91916167664671	r.482
1.9745508982035929	33.85179640718563	r.483
1.9191616766467066	33.90718562874252	r.484
1.9116766467065869	33.91467065868263	r.485
1.9565868263473054	33.869760479041915	r.486
1.9191616766467066	33.90718562874252	r.487
1.964071856287425	33.862275449101794	r.488
1.845808383233533	33.98053892215569	r.489
1.9191616766467066	33.90718562874252	r.490
1.9865269461077844	33.83982035928144	r.491
1.9970059880239521	33.82934131736527	r.492
1.9341317365269461	33.89221556886228	r.493
1.8637724550898203	33.962574850299404	r.494
1.9416167664670658	33.884730538922156	r.495
1.9745508982035929	33.85179640718563	r.496
2.0404191616766467	33.785928143712574	r.497
1.8233532934131738	34.00299401197605	r.498
1.8787425149700598	33.94760479041916	r.499
2.06437125748503	33.76197604790419	r.500
1.8982035928143712	33.92814371257485	r.501
1.9116766467065869	33.91467065868263	r.502
1.9610778443113772	33.865269461077844	r.503
2.0254491017964074	33.800898203592816	r.504
1.9431137724550898	33.883233532934135	r.505
1.9625748502994012	33.86377245508982	r.506
1.8248502994011977	34.00149700598802	r.507
1.9116766467065869	33.91467065868263	r.508
1.8667664670658684	33.959580838323355	r.509
1.9146706586826348	33.91167664670659	r.510
2.001497005988024	33.8248502994012	r.511
1.937125748502994	33.88922155688623	r.512
1.9865269461077844	33.83982035928144	r.513
1.9970059880239521	33.82934131736527	r.514
1.9880239520958083	33.83832335329341	r.515
1.9625748502994012	33.86377245508982	r.516
1.842814371257485	33.98353293413174	r.517
1.9191616766467066	33.90718562874252	r.518
1.8847305389221556	33.941616766467064	r.519
1.9745508982035929	33.85179640718563	r.520
1.904191616766467	33.92215568862275	r.521
1.937125748502994	33.88922155688623	r.522
1.8802395209580838	33.946107784431135	r.523
1.967065868263473	33.85928143712575	r.524
1.9131736526946108	33.91317365269461	r.525
1.9176646706586826	33.90868263473054	r.526
1.9535928143712575	33.872754491017965	r.527
1.845808383233533	33.98053892215569	r.528
2.0164670658682633	33.80988023952096	r.529
1.8502994011976048	33.97604790419162	r.530
1.8652694610778444	33.961077844311376	r.531
1.8263473053892216	34	r.532
1.9191616766467066	33.90718562874252	r.533
1.965568862275449	33.86077844311377	r.534
1.9491017964071857	33.877245508982035	r.535
1.9116766467065869	33.91467065868263	r.536
1.9910179640718564	33.83532934131737	r.537
1.9550898203592815	33.87125748502994	r.538
1.9505988023952097	33.875748502994014	r.539
1.8922155688622755	33.93413173652694	r.540
1.968562874251497	33.85778443113772	r.541
1.872754491017964	33.953592814371255	r.542
2.0149700598802394	33.81137724550898	r.543
1.973053892215569	33.85329341317365	r.544
1.7889221556886228	34.037425149700596	r.545
1.8368263473053892	33.98952095808383	r.546
1.937125748502994	33.88922155688623	r.547
1.9176646706586826	33.90868263473054	r.548
1.844311377245509	33.98203592814371	r.549
1.9895209580838322	33.83682634730539	r.550
1.9895209580838322	33.83682634730539	r.551
1.9176646706586826	33.90868263473054	r.552
1.9550898203592815	33.87125748502994	r.553
1.9161676646706587	33.91017964071856	r.554
2.035928143712575	33.790419161676645	r.555
2.0119760479041915	33.81437125748503	r.556
1.848802395209581	33.97754491017964	r.557
1.9296407185628743	33.89670658682635	r.558
1.9565868263473054	33.869760479041915	r.559
1.9311377245508983	33.895209580838326	r.560
1.9580838323353293	33.868263473053894	r.561
1.8877245508982037	33.93862275449102	r.562
1.9610778443113772	33.865269461077844	r.563
1.910179640718563	33.91616766467066	r.564
2.0179640718562872	33.808383233532936	r.565
1.8787425149700598	33.94760479041916	r.566
1.9580838323353293	33.868263473053894	r.567
1.93562874251497	33.89071856287425	r.568
1.9191616766467066	33.90718562874252	r.569
1.8892215568862276	33.93712574850299	r.570
1.9341317365269461	33.89221556886228	r.571
1.7664670658682635	34.05988023952096	r.572
1.8233532934131738	34.00299401197605	r.573
1.8547904191616766	33.971556886227546	r.574
2.086826347305389	33.73952095808383	r.575
1.9401197604790419	33.88622754491018	r.576
2	33.82634730538922	r.577
1.9461077844311376	33.880239520958085	r.578
1.9446107784431137	33.881736526946106	r.579
1.839820359281437	33.98652694610779	r.580
2.1167664670658684	33.709580838323355	r.581
2.0449101796407185	33.781437125748504	r.582
1.8817365269461077	33.94461077844311	r.583
1.9311377245508983	33.895209580838326	r.584
2.029940119760479	33.796407185628745	r.585
1.8682634730538923	33.958083832335326	r.586
2.037425149700599	33.788922155688624	r.587
1.9401197604790419	33.88622754491018	r.588
1.964071856287425	33.862275449101794	r.589
2.0104790419161676	33.81586826347306	r.590
1.970059880239521	33.8562874251497	r.591
1.8997005988023952	33.92664670658683	r.592
1.970059880239521	33.8562874251497	r.593
1.938622754491018	33.887724550898206	r.594
1.7994011976047903	34.02694610778443	r.595
2.038922155688623	33.787425149700596	r.596
1.9341317365269461	33.89221556886228	r.597
1.782934131736527	34.043413173652695	r.598
1.904191616766467	33.92215568862275	r.599
1.9491017964071857	33.877245508982035	r.600
1.93562874251497	33.89071856287425	r.601
2.0119760479041915	33.81437125748503	r.602
1.902694610778443	33.92365269461078	r.603
1.8787425149700598	33.94760479041916	r.604
2.0479041916167664	33.778443113772454	r.605
1.9341317365269461	33.89221556886228	r.606
1.8997005988023952	33.92664670658683	r.607
1.8847305389221556	33.941616766467064	r.608
1.9520958083832336	33.874251497005986	r.609
1.8847305389221556	33.941616766467064	r.610
2.0434131736526946	33.782934131736525	r.611
1.9805389221556886	33.84580838323353	r.612
1.965568862275449	33.86077844311377	r.613
2.004491017964072	33.82185628742515	r.614
1.9401197604790419	33.88622754491018	r.615
1.7664670658682635	34.05988023952096	r.616
1.9431137724550898	33.883233532934135	r.617
1.9910179640718564	33.83532934131737	r.618
2.0224550898203595	33.803892215568865	r.619
1.9970059880239521	33.82934131736527	r.620
1.9565868263473054	33.869760479041915	r.621
1.970059880239521	33.8562874251497	r.622
2.058383233532934	33.76796407185629	r.623
1.9146706586826348	33.91167664670659	r.624
1.9296407185628743	33.89670658682635	r.625
1.8892215568862276	33.93712574850299	r.626
1.910179640718563	33.91616766467066	r.627
1.844311377245509	33.98203592814371	r.628
1.9236526946107784	33.90269461077844	r.629
1.905688622754491	33.92065868263473	r.630
2.0763473053892216	33.75	r.631
1.9595808383233533	33.866766467065865	r.632
1.964071856287425	33.862275449101794	r.633
1.844311377245509	33.98203592814371	r.634
1.8023952095808384	34.02395209580838	r.635
1.848802395209581	33.97754491017964	r.636
1.8907185628742516	33.93562874251497	r.637
1.8937125748502994	33.93263473053892	r.638
2.004491017964072	33.82185628742515	r.639
1.93562874251497	33.89071856287425	r.640
1.8817365269461077	33.94461077844311	r.641
2.062874251497006	33.76347305389221	r.642
1.8353293413173652	33.99101796407186	r.643
1.9805389221556886	33.84580838323353	r.644
1.9401197604790419	33.88622754491018	r.645
1.9446107784431137	33.881736526946106	r.646
2.0224550898203595	33.803892215568865	r.647
1.8592814371257484	33.967065868263475	r.648
1.8892215568862276	33.93712574850299	r.649
1.8637724550898203	33.962574850299404	r.650
1.8368263473053892	33.98952095808383	r.651
1.910179640718563	33.91616766467066	r.652
1.8188622754491017	34.00748502994012	r.653
1.8982035928143712	33.92814371257485	r.654
1.937125748502994	33.88922155688623	r.655
1.8892215568862276	33.93712574850299	r.656
1.9505988023952097	33.875748502994014	r.657
1.8967065868263473	33.92964071856287	r.658
1.9805389221556886	33.84580838323353	r.659
1.9790419161676647	33.84730538922156	r.660
1.9955089820359282	33.83083832335329	r.661
1.9760479041916168	33.8502994011976	r.662
1.9311377245508983	33.895209580838326	r.663
1.841317365269461	33.98502994011976	r.664
1.9535928143712575	33.872754491017965	r.665
1.9251497005988023	33.90119760479042	r.666
2.0089820359281436	33.81736526946108	r.667
1.8592814371257484	33.967065868263475	r.668
1.8817365269461077	33.94461077844311	r.669
1.965568862275449	33.86077844311377	r.670
1.8817365269461077	33.94461077844311	r.671
2.0104790419161676	33.81586826347306	r.672
